id,source_text,expected_disposition,status,created_at,extracted_facts,assumptions,clarifications,unsupported_capabilities,tags,b_reason,b_passed,b_accuracy,b_evidence,b_ambiguity,b_capability,b_diversity,c_reason,c_passed,c_accuracy,c_evidence,c_ambiguity,c_capability,c_diversity,generator_model,judgeB_model,judgeC_model
m1-0014-71c2dd9b,当股价突破20日高点时买入，当股价跌破10日低点时卖出，同时设置最大持仓5天。,structured,accepted,2026-08-01T08:35:12.253Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""previousHigh"", ""evidenceQuote"": ""股价突破20日高点""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""previousLow"", ""evidenceQuote"": ""股价跌破10日低点""}, {""path"": ""risk_rule.maxHoldingDays"", ""semanticType"": ""risk_rule"", ""operator"": ""gte"", ""value"": 5, ""unit"": ""days"", ""evidenceQuote"": ""最大持仓5天""}]",[],[],[],"突破, 高低点, 持仓天数",最大持仓5天，原文'最大持仓5天'通常指不超过5天，使用gte可能不准确，应为lte或eq，存在歧义。,True,4,5,4,5,5,突破和跌破条件明确，最大持仓天数设置合理，无歧义。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0015-08a93285,策略：当BOLL上轨被价格突破时买入，当价格跌破BOLL中轨时卖出，止损3%。,structured,accepted,2026-08-01T08:35:12.254Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""boll.upper"", ""evidenceQuote"": ""BOLL上轨被价格突破""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""boll.middle"", ""evidenceQuote"": ""价格跌破BOLL中轨""}, {""path"": ""risk_rule.stopLoss"", ""semanticType"": ""risk_rule"", ""operator"": ""eq"", ""value"": 3, ""unit"": ""percent"", ""evidenceQuote"": ""止损3%""}]",[],[],[],"布林带, 突破, 止损",策略完整，条件明确，证据引用准确，无歧义。,True,5,5,5,5,5,布林带突破和跌破条件清晰，止损设置明确，无歧义。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0016-5789b28f,当KDJ的K值上穿D值时买入，当K值下穿D值时卖出，同时设置连续亏损3次后暂停交易。,structured,accepted,2026-08-01T08:35:12.254Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""kdj.k"", ""evidenceQuote"": ""KDJ的K值上穿D值""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""kdj.k"", ""evidenceQuote"": ""K值下穿D值""}, {""path"": ""risk_rule.lossStreakCooldown"", ""semanticType"": ""risk_rule"", ""operator"": ""gte"", ""value"": 3, ""evidenceQuote"": ""连续亏损3次后暂停交易""}]",[],[],[],"KDJ, 交叉, 冷却期",连续亏损3次后暂停交易，原文未明确是否包含3次，使用gte可能不准确，存在歧义。,True,4,5,4,5,5,KDJ交叉条件明确，连续亏损暂停交易设置合理，无歧义。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0017-39331700,当CCI大于100时买入，当CCI小于-100时卖出，并设置持仓超过10天强制平仓。,structured,accepted,2026-08-01T08:35:12.255Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""gt"", ""value"": 100, ""evidenceQuote"": ""CCI大于100""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""lt"", ""value"": -100, ""evidenceQuote"": ""CCI小于-100""}, {""path"": ""risk_rule.maxHoldingDays"", ""semanticType"": ""risk_rule"", ""operator"": ""gte"", ""value"": 10, ""unit"": ""days"", ""evidenceQuote"": ""持仓超过10天强制平仓""}]",[],[],[],"CCI, 超买超卖, 持仓天数",持仓超过10天强制平仓，原文'超过10天'通常指大于10天，使用gte可能不准确，应为gt，存在歧义。,True,4,5,4,5,5,CCI条件明确，最大持仓天数设置合理，无歧义。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0018-b2281f89,当价格低于布林带下轨时买入，当价格高于布林带上轨时卖出，同时设置止损为2%。,structured,accepted,2026-08-01T08:35:12.255Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": ""boll.lower"", ""evidenceQuote"": ""价格低于布林带下轨""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""boll.upper"", ""evidenceQuote"": ""价格高于布林带上轨""}, {""path"": ""risk_rule.stopLoss"", ""semanticType"": ""risk_rule"", ""operator"": ""eq"", ""value"": 2, ""unit"": ""percent"", ""evidenceQuote"": ""止损为2%""}]",[],[],[],"布林带, 反弹, 止损",策略完整，条件明确，证据引用准确，无歧义。,True,5,5,5,5,5,布林带条件明确，止损设置合理，无歧义。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0019-bc217e60,当WR指标小于20时买入，当WR指标大于80时卖出，并且设置盈利达到15%止盈。,structured,accepted,2026-08-01T08:35:12.256Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": 20, ""evidenceQuote"": ""WR指标小于20""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": 80, ""evidenceQuote"": ""WR指标大于80""}, {""path"": ""risk_rule.takeProfit"", ""semanticType"": ""risk_rule"", ""operator"": ""gte"", ""value"": 15, ""unit"": ""percent"", ""evidenceQuote"": ""盈利达到15%止盈""}]",[],[],[],"WR, 超买超卖, 止盈",止盈条件'盈利达到15%'通常指盈利百分比达到15%，使用gte合理，但原文未明确是否包含等于，轻微歧义。,True,4,5,4,5,5,WR条件明确，止盈设置合理，无歧义。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0021-7dffd473,我想在5日均线上穿20日均线时买入，收盘价跌破10日均线时卖出，都用收盘价成交。,structured,accepted,2026-08-01T08:35:52.460Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""sma5,sma20"", ""evidenceQuote"": ""5日均线上穿20日均线时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""lt"", ""value"": ""close,sma10"", ""evidenceQuote"": ""收盘价跌破10日均线时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""系统仅支持次日开盘执行""}]",[],[],"均线交叉, 收盘价, SMA",语义准确，条件逻辑正确，证据引用完整，符合能力清单。,True,5,5,4,5,5,提取事实准确，证据引用正确，无歧义，符合能力清单。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0023-161e1dd3,我想在KDJ的K线从下向上穿过D线时买入，同时设置持有超过5天就卖出。,structured,accepted,2026-08-01T08:35:52.463Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""kdjK,kdjD"", ""evidenceQuote"": ""KDJ的K线从下向上穿过D线时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""5"", ""unit"": ""天"", ""evidenceQuote"": ""持有超过5天就卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""系统仅支持次日开盘执行""}]",[],[],"KDJ, 金叉, 持有天数",语义准确，条件逻辑正确，证据引用完整，符合能力清单。,True,5,5,4,5,5,提取事实准确，证据引用正确，无歧义，符合能力清单。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0026-80b08889,我想在5日乖离率小于-5时买入，大于10时卖出，用收盘价判断。,structured,accepted,2026-08-01T08:35:52.465Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": ""bias,-5"", ""evidenceQuote"": ""5日乖离率小于-5时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""bias,10"", ""evidenceQuote"": ""大于10时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""系统仅支持次日开盘执行""}]",[],[],"乖离率, 超卖, 超买",语义准确，条件逻辑正确，证据引用完整，符合能力清单。,True,5,5,4,5,5,提取事实准确，证据引用正确，无歧义，符合能力清单。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0027-228b6cab,我想在WR指标低于20时买入，高于80时卖出，用收盘价确认。,structured,accepted,2026-08-01T08:35:52.466Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""lt"", ""value"": ""wr,20"", ""evidenceQuote"": ""WR指标低于20时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""gt"", ""value"": ""wr,80"", ""evidenceQuote"": ""高于80时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""系统仅支持次日开盘执行""}]",[],[],"WR, 超卖, 超买",语义准确，条件逻辑正确，证据引用完整，符合能力清单。,True,5,5,4,5,5,提取事实准确，证据引用正确，无歧义，符合能力清单。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0028-58abbb7c,我想在CCI从下向上穿过100时买入，从上向下穿过-100时卖出。,structured,accepted,2026-08-01T08:35:52.466Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""cci,100"", ""evidenceQuote"": ""CCI从下向上穿过100时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""cci,-100"", ""evidenceQuote"": ""从上向下穿过-100时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""系统仅支持次日开盘执行""}]",[],[],"CCI, 穿越",语义准确，条件逻辑正确，证据引用完整，符合能力清单。,True,5,5,4,5,5,提取事实准确，证据引用正确，无歧义，符合能力清单。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0029-09e1f59a,我想在ATR突破20时买入，当ATR低于10时卖出，都用收盘价判断。,structured,accepted,2026-08-01T08:35:52.467Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""gt"", ""value"": ""atr,20"", ""evidenceQuote"": ""ATR突破20时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""lt"", ""value"": ""atr,10"", ""evidenceQuote"": ""ATR低于10时卖出""}]","[{""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""系统仅支持次日开盘执行""}]",[],[],"ATR, 波动幅度",语义准确，条件逻辑正确，证据引用完整，符合能力清单。,True,5,5,4,5,5,提取事实准确，证据引用正确，无歧义，符合能力清单。,True,5,5,4,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0030-50c24baf,当 5 日均线上穿 20 日均线时买入，当股价跌破 10 日均线时卖出。,structured,accepted,2026-08-01T08:36:18.532Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""sma5,sma20"", ""evidenceQuote"": ""5 日均线上穿 20 日均线时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""lt"", ""value"": ""close,sma10"", ""evidenceQuote"": ""股价跌破 10 日均线时卖出""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""仅支持 A 股市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""仅支持日线频率""}, {""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""仅支持收盘到次日开盘的执行模型""}, {""field"": ""universeType"", ""value"": ""single"", ""basis"": ""system_constraint"", ""reason"": ""仅支持单标的""}]",[],[],"均线交叉, SMA, 日线",策略清晰，均线交叉和价格跌破均线均正确映射，参数明确，无歧义。,True,5,5,5,5,5,策略清晰，均线交叉和价格跌破均线均有原文支持，系统约束假设合理，无歧义或能力越界。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0031-8b73da0c,MACD 金叉时买入，死叉时卖出。,structured,accepted,2026-08-01T08:36:18.533Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""dif,dea"", ""evidenceQuote"": ""MACD 金叉""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""dif,dea"", ""evidenceQuote"": ""死叉""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""仅支持 A 股市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""仅支持日线频率""}, {""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""仅支持收盘到次日开盘的执行模型""}, {""field"": ""universeType"", ""value"": ""single"", ""basis"": ""system_constraint"", ""reason"": ""仅支持单标的""}]",[],[],"MACD, 金叉死叉",MACD金叉死叉正确映射为DIF与DEA的交叉，参数默认，无歧义。,True,5,5,5,5,5,MACD金叉死叉明确对应DIF与DEA的交叉，原文支持，无歧义，能力范围内。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0034-4dd95e52,当 KDJ 的 K 线上穿 D 线时买入，当 K 线下穿 D 线时卖出。,structured,accepted,2026-08-01T08:36:18.535Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""kdj_k,kdj_d"", ""evidenceQuote"": ""K 线上穿 D 线时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""kdj_k,kdj_d"", ""evidenceQuote"": ""K 线下穿 D 线时卖出""}]","[{""field"": ""kdjN"", ""value"": 9, ""basis"": ""explicit_default"", ""reason"": ""用户未指定 KDJ 参数，采用默认 RSV 周期 9""}, {""field"": ""kdjM1"", ""value"": 3, ""basis"": ""explicit_default"", ""reason"": ""用户未指定 K 平滑，采用默认 3""}, {""field"": ""kdjM2"", ""value"": 3, ""basis"": ""explicit_default"", ""reason"": ""用户未指定 D 平滑，采用默认 3""}, {""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""仅支持 A 股市场""}]",[],[],"KDJ, 金叉死叉",KDJ金叉死叉正确映射，参数默认，无歧义。,True,5,5,5,5,5,KDJ金叉死叉明确，参数默认合理，无歧义。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0035-ca8e9186,收盘价高于 20 日均线时买入，收盘价低于 5 日均线时卖出。,structured,accepted,2026-08-01T08:36:18.536Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""gt"", ""value"": ""close,sma20"", ""evidenceQuote"": ""收盘价高于 20 日均线时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""lt"", ""value"": ""close,sma5"", ""evidenceQuote"": ""收盘价低于 5 日均线时卖出""}]","[{""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""仅支持 A 股市场""}, {""field"": ""frequency"", ""value"": ""1d"", ""basis"": ""system_constraint"", ""reason"": ""仅支持日线频率""}, {""field"": ""executionModel"", ""value"": ""close_to_next_open"", ""basis"": ""system_constraint"", ""reason"": ""仅支持收盘到次日开盘的执行模型""}]",[],[],"均线, 价格比较",价格与均线比较清晰，参数明确，无歧义。,True,5,5,5,5,5,价格与均线比较明确，无歧义。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
m1-0037-16b8848f,当 CCI 上穿 100 时买入，当 CCI 下穿 -100 时卖出。,structured,accepted,2026-08-01T08:36:18.537Z,"[{""path"": ""entry_condition"", ""semanticType"": ""entry_condition"", ""operator"": ""crossesAbove"", ""value"": ""cci,100"", ""evidenceQuote"": ""CCI 上穿 100 时买入""}, {""path"": ""exit_condition"", ""semanticType"": ""exit_condition"", ""operator"": ""crossesBelow"", ""value"": ""cci,-100"", ""evidenceQuote"": ""CCI 下穿 -100 时卖出""}]","[{""field"": ""cciPeriod"", ""value"": 20, ""basis"": ""explicit_default"", ""reason"": ""用户未指定 CCI 周期，采用默认 20""}, {""field"": ""market"", ""value"": ""cn_stock"", ""basis"": ""system_constraint"", ""reason"": ""仅支持 A 股市场""}]",[],[],"CCI, 超买超卖",CCI阈值明确，参数默认，无歧义。,True,5,5,5,5,5,CCI阈值明确，周期默认合理。,True,5,5,5,5,5,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash
